id,content,post_code,class_code,class_name,time,good_count,comment_count,Root_code
3356963,csq,202503140109513674P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356962,邓公,202503140109440916P2,20220429RUC01,投稿, 8小时前,0,0,202503140058459069P1
3356960,爹,202503140108505187P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356959,恩！情！,202503140108420841P2,20220429RUC01,投稿, 8小时前,0,0,202503140058459069P1
3356958,跌！杨圣您怎么来了✋😭🤚,202503140108281766P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356957,杨圣,202503140108208328P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356954,yzh,202503140107520524P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356948,欲盖弥彰,202503140106071689P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356947,此话题结束,202503140105260573P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356943,正确的✅,202503140104589643P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356934,太权威了,202503140103010783P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356933,hd,202503140102581264P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356931,👍,202503140102446013P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356923,lsy,202503140101221503P2,20220429RUC01,投稿, 8小时前,2,0,202503140058459069P1
3356917,🤣🤣🤣,202503140100269452P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356915,lql,202503140100165741P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356909,lcy,202503140059405089P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356908,疯狂汪汪狗,202503140059260597P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356903,李畅宇,202503140058594508P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357233,黄圣依,202503140653230309P2,20220429RUC01,投稿, 2小时前,0,0,202503140055546000P1
3357179,细说,202503140245086980P2,20220429RUC01,投稿, 6小时前,0,0,202503140055546000P1
